2006 05 01;2.0867;4.9511;2.7728
2006 05 02;2.0777;4.9620;2.7535
2006 05 03;2.0770;5.0066;2.7484
2006 05 04;2.0964;5.0344;2.7281
2006 05 05;2.0981;5.0270;2.7393
2006 05 06;2.0981;5.0270;2.7393
2006 05 07;2.0981;5.0270;2.7393
2006 05 08;2.0981;5.0270;2.7393
2006 05 09;2.0919;5.0414;2.7227
2006 05 10;2.0894;5.0514;2.7234
2006 05 11;2.0862;5.0514;2.7000
2006 05 12;2.0928;5.0332;2.7118
2006 05 13;2.0928;5.0332;2.7118
2006 05 14;2.0928;5.0332;2.7118
2006 05 15;2.0832;5.0572;2.6829
2006 05 16;2.0531;5.0681;2.6797
2006 05 17;2.0535;5.0738;2.6947
2006 05 18;2.0637;5.0745;2.6831
2006 05 19;2.0548;5.0947;2.7072
2006 05 20;2.0548;5.0947;2.7072
2006 05 21;2.0548;5.0947;2.7072
2006 05 22;2.0552;5.0837;2.6957
2006 05 23;2.0302;5.0680;2.7167
2006 05 24;2.0227;5.0667;2.6854
2006 05 25;2.0289;5.0641;2.6917
2006 05 26;2.0356;5.0495;2.7014
2006 05 27;2.0356;5.0495;2.7014
2006 05 28;2.0356;5.0495;2.7014
2006 05 29;2.0513;5.0548;2.7020
2006 05 30;2.0534;5.0364;2.7084
2006 05 31;2.0509;5.0388;2.6865
2006 06 01;2.0453;5.0464;2.6779
2006 06 02;2.0234;5.0396;2.7039
2006 06 03;2.0234;5.0396;2.7039
2006 06 04;2.0234;5.0396;2.7039
2006 06 05;2.0092;5.0222;2.6963
2006 06 06;2.0083;5.0224;2.6674
2006 06 07;1.9961;5.0128;2.6713
2006 06 08;1.9962;5.0132;2.6997
2006 06 09;2.0118;5.0060;2.7029
2006 06 10;2.0118;5.0060;2.7029
2006 06 11;2.0118;5.0060;2.7029
2006 06 12;2.0364;5.0367;2.7303
2006 06 13;2.0469;5.0382;2.7331
2006 06 14;2.0309;5.0552;2.7487
2006 06 15;2.0281;5.0531;2.7450
2006 06 16;2.0225;5.0505;2.7348
2006 06 17;2.0225;5.0505;2.7348
2006 06 18;2.0225;5.0505;2.7348
2006 06 19;2.0282;5.0577;2.7283
2006 06 20;2.0191;5.0559;2.7385
2006 06 21;2.0306;5.0595;2.7428
2006 06 22;2.0207;5.0496;2.7361
2006 06 23;2.0205;5.0330;2.7264
2006 06 24;2.0205;5.0330;2.7264
2006 06 25;2.0205;5.0330;2.7264
2006 06 26;2.0205;5.0330;2.7264
2006 06 27;2.0157;5.0184;2.7446
2006 06 28;2.0109;4.9959;2.7413
2006 06 29;2.0029;4.9987;2.7487
2006 06 30;2.0060;5.0006;2.7529
2006 07 01;2.0198;4.9812;2.7182
2006 07 02;2.0198;4.9812;2.7182
2006 07 03;2.0198;4.9812;2.7182
2006 07 04;2.0112;4.9869;2.6999
2006 07 05;2.0048;4.9696;2.6937
2006 07 06;2.0048;4.9696;2.6937
2006 07 07;2.0048;4.9696;2.6937
2006 07 08;2.0048;4.9696;2.6937
2006 07 09;2.0048;4.9696;2.6937
2006 07 10;2.0132;4.9808;2.7016
2006 07 11;2.0290;4.9913;2.6972
2006 07 12;2.0319;4.9954;2.7137
2006 07 13;2.0403;4.9926;2.7038
2006 07 14;2.0523;4.9857;2.7157
2006 07 15;2.0523;4.9857;2.7157
2006 07 16;2.0523;4.9857;2.7157
2006 07 17;2.0443;5.0118;2.7279
2006 07 18;2.0574;5.0227;2.7348
2006 07 19;2.0654;5.0127;2.7526
2006 07 20;2.0568;5.0452;2.7606
2006 07 21;2.0548;5.0549;2.7417
2006 07 22;2.0548;5.0549;2.7417
2006 07 23;2.0548;5.0549;2.7417
2006 07 24;2.0467;5.0594;2.7300
2006 07 25;2.0528;5.0612;2.7325
2006 07 26;2.0610;5.0510;2.7285
2006 07 27;2.0755;5.0539;2.7443
2006 07 28;2.0672;5.0383;2.7125
2006 07 29;2.0672;5.0383;2.7125
2006 07 30;2.0672;5.0383;2.7125
2006 07 31;2.0740;5.0577;2.7207
2006 08 01;2.0736;5.0435;2.7067
2006 08 02;2.0680;5.0570;2.7123
2006 08 03;2.0654;5.0513;2.6934
2006 08 04;2.0660;5.0731;2.7044
2006 08 05;2.0660;5.0731;2.7044
2006 08 06;2.0660;5.0731;2.7044
2006 08 07;2.0545;5.0932;2.6984
2006 08 08;2.0524;5.1132;2.6840
2006 08 09;2.0490;5.1272;2.6909
2006 08 10;2.0434;5.1316;2.6899
2006 08 11;2.0643;5.1072;2.6772
2006 08 12;2.0643;5.1072;2.6772
2006 08 13;2.0643;5.1072;2.6772
2006 08 14;2.0643;5.1072;2.6772
2006 08 15;2.0643;5.1072;2.6772
2006 08 16;2.0757;5.1128;2.7033
2006 08 17;2.0632;5.1110;2.7009
2006 08 18;2.0580;5.0937;2.6867
2006 08 19;2.0469;5.0704;2.6902
2006 08 20;2.0469;5.0704;2.6902
2006 08 21;2.0469;5.0704;2.6902
2006 08 22;2.0376;5.0591;2.6796
2006 08 23;2.0457;5.0795;2.6830
2006 08 24;2.0614;5.0927;2.6952
2006 08 25;2.0600;5.1109;2.7025
2006 08 26;2.0600;5.1109;2.7025
2006 08 27;2.0600;5.1109;2.7025
2006 08 28;2.0521;5.1023;2.7067
2006 08 29;2.0463;5.1056;2.6987
2006 08 30;2.0525;5.1112;2.6919
2006 08 31;2.0537;5.1139;2.6890
2006 09 01;2.0518;5.1292;2.6895
2006 09 02;2.0518;5.1292;2.6895
2006 09 03;2.0518;5.1292;2.6895
2006 09 04;2.0608;5.1331;2.6958
2006 09 05;2.0711;5.1187;2.6865
2006 09 06;2.0698;5.1140;2.6896
2006 09 07;2.0699;5.1020;2.6936
2006 09 08;2.0647;5.0768;2.6938
2006 09 09;2.0647;5.0768;2.6938
2006 09 10;2.0647;5.0768;2.6938
2006 09 11;2.0541;5.0844;2.7131
2006 09 12;2.0460;5.0783;2.7221
2006 09 13;2.0430;5.0721;2.7151
2006 09 14;2.0430;5.1000;2.7195
2006 09 15;2.0463;5.1083;2.7217
2006 09 16;2.0463;5.1083;2.7217
2006 09 17;2.0463;5.1083;2.7217
2006 09 18;2.0512;5.1235;2.7148
2006 09 19;2.0515;5.1277;2.7225
2006 09 20;2.0529;5.1162;2.7172
2006 09 21;2.0492;5.1319;2.7238
2006 09 22;2.0521;5.1427;2.7164
2006 09 23;2.0521;5.1427;2.7164
2006 09 24;2.0521;5.1427;2.7164
2006 09 25;2.0376;5.1350;2.6979
2006 09 26;2.0298;5.1357;2.6947
2006 09 27;2.0436;5.1446;2.7090
2006 09 28;2.0448;5.1563;2.7223
2006 09 29;2.0343;5.1105;2.7135
2006 09 30;2.0343;5.1105;2.7135
2006 10 01;2.0343;5.1105;2.7135
2006 10 02;2.0373;5.0926;2.7222
2006 10 03;2.0303;5.1011;2.7240
2006 10 04;2.0243;5.1119;2.7070
2006 10 05;2.0199;5.1159;2.7115
2006 10 06;2.0275;5.1222;2.7164
2006 10 07;2.0275;5.1222;2.7164
2006 10 08;2.0275;5.1222;2.7164
2006 10 09;2.0295;5.1029;2.7236
2006 10 10;2.0370;5.1222;2.7419
2006 10 11;2.0412;5.1220;2.7396
2006 10 12;2.0464;5.1022;2.7542
2006 10 13;2.0602;5.1178;2.7549
2006 10 14;2.0602;5.1178;2.7549
2006 10 15;2.0602;5.1178;2.7549
2006 10 16;2.0642;5.1173;2.7472
2006 10 17;2.0682;5.1227;2.7585
2006 10 18;2.0790;5.1310;2.7556
2006 10 19;2.0753;5.1507;2.7504
2006 10 20;2.0815;5.1464;2.7530
2006 10 21;2.0815;5.1464;2.7530
2006 10 22;2.0815;5.1464;2.7530
2006 10 23;2.0785;5.1317;2.7343
2006 10 24;2.0872;5.1558;2.7425
2006 10 25;2.0864;5.1516;2.7549
2006 10 26;2.0923;5.1521;2.7485
2006 10 27;2.0845;5.1395;2.7300
2006 10 28;2.0845;5.1395;2.7300
2006 10 29;2.0845;5.1395;2.7300
2006 10 30;2.0787;5.1438;2.7237
2006 10 31;2.0856;5.1500;2.7137
2006 11 01;2.0856;5.1500;2.7137
2006 11 02;2.0899;5.1632;2.7216
2006 11 03;2.0891;5.1575;2.7090
2006 11 04;2.0891;5.1575;2.7090
2006 11 05;2.0891;5.1575;2.7090
2006 11 06;2.0929;5.1559;2.7045
2006 11 07;2.0879;5.1607;2.7167
2006 11 08;2.0941;5.1539;2.7068
2006 11 09;2.0807;5.1532;2.7033
2006 11 10;2.0727;5.1496;2.7006
2006 11 11;2.0727;5.1496;2.7006
2006 11 12;2.0727;5.1496;2.7006
2006 11 13;2.0588;5.1242;2.6854
2006 11 14;2.0567;5.1346;2.6851
2006 11 15;2.0602;5.1218;2.6911
2006 11 16;2.0594;5.1023;2.6929
2006 11 17;2.0626;5.0827;2.6932
2006 11 18;2.0626;5.0827;2.6932
2006 11 19;2.0626;5.0827;2.6932
2006 11 20;2.0714;5.0895;2.7009
2006 11 21;2.0679;5.0973;2.6902
2006 11 22;2.0696;5.1086;2.6914
2006 11 23;2.0749;5.1114;2.6841
2006 11 24;2.0650;5.1071;2.6686
2006 11 25;2.0650;5.1071;2.6686
2006 11 26;2.0650;5.1071;2.6686
2006 11 27;2.0633;5.1065;2.6619
2006 11 28;2.0485;5.0942;2.6303
2006 11 29;2.0454;5.1039;2.6275
2006 11 30;2.0512;5.1091;2.6195
2006 12 01;2.0567;5.1142;2.6188
2006 12 02;2.0567;5.1142;2.6188
2006 12 03;2.0567;5.1142;2.6188
2006 12 04;2.0572;5.1344;2.6019
2006 12 05;2.0394;5.1314;2.5948
2006 12 06;2.0430;5.1240;2.5932
2006 12 07;2.0392;5.1108;2.5946
2006 12 08;2.0458;5.1035;2.5918
2006 12 09;2.0458;5.1035;2.5918
2006 12 10;2.0458;5.1035;2.5918
2006 12 11;2.0526;5.1003;2.6007
2006 12 12;2.0505;5.1106;2.6150
2006 12 13;2.0516;5.1127;2.6092
2006 12 14;2.0515;5.1268;2.6026
2006 12 15;2.0523;5.1375;2.6085
2006 12 16;2.0523;5.1375;2.6085
2006 12 17;2.0523;5.1375;2.6085
2006 12 18;2.0530;5.1485;2.6235
2006 12 19;2.0620;5.1573;2.6360
2006 12 20;2.0567;5.1403;2.6316
2006 12 21;2.0477;5.1470;2.6140
2006 12 22;2.0548;5.1472;2.6155
2006 12 23;2.0548;5.1472;2.6155
2006 12 24;2.0548;5.1472;2.6155
2006 12 25;2.0548;5.1472;2.6155
2006 12 26;2.0548;5.1472;2.6155
2006 12 27;2.0571;5.1364;2.6151
2006 12 28;2.0621;5.1456;2.6247
2006 12 29;2.0691;5.1468;2.6304
2006 12 30;2.0691;5.1468;2.6304
2006 12 31;2.0691;5.1468;2.6304
2007 01 01;2.0691;5.1468;2.6304
2007 01 02;2.0755;5.1487;2.6204
2007 01 03;2.0673;5.1263;2.6038
2007 01 04;2.0739;5.1279;2.6003
2007 01 05;2.0659;5.1127;2.6212
2007 01 06;2.0659;5.1127;2.6212
2007 01 07;2.0659;5.1127;2.6212
2007 01 08;2.0658;5.1196;2.6354
2007 01 09;2.0677;5.1281;2.6565
2007 01 10;2.0724;5.1477;2.6476
2007 01 11;2.0738;5.1567;2.6575
2007 01 12;2.0825;5.1520;2.6629
2007 01 13;2.0825;5.1520;2.6629
2007 01 14;2.0825;5.1520;2.6629
2007 01 15;2.0873;5.2077;2.6737
2007 01 16;2.0954;5.2330;2.6681
2007 01 17;2.0875;5.2393;2.6635
2007 01 18;2.0944;5.2501;2.6721
2007 01 19;2.1000;5.2609;2.6641
2007 01 20;2.1000;5.2609;2.6641
2007 01 21;2.1000;5.2609;2.6641
2007 01 22;2.0972;5.2539;2.6592
2007 01 23;2.1025;5.2566;2.6622
2007 01 24;2.1004;5.2740;2.6622
2007 01 25;2.0757;5.2383;2.6530
2007 01 26;2.0732;5.2388;2.6577
2007 01 27;2.0732;5.2388;2.6577
2007 01 28;2.0732;5.2388;2.6577
2007 01 29;2.0670;5.2500;2.6701
2007 01 30;2.0671;5.2382;2.6725
